centreline_id,junction_id,distance
13446193,13446193,0.0
13446743,13446743,0.0
13447299,13447299,0.0
13447496,13447496,0.0
13447843,13447843,0.0
13447955,13447955,0.0
13448199,13448199,0.0
13448481,13448481,0.0
13449324,13449324,0.0
13449737,13449737,0.0
13449830,13449830,0.0
13450163,13450163,0.0
13450484,13450484,0.0
13450586,13450586,0.0
13450732,13450732,0.0
13450785,13450785,0.0
13450883,13450883,0.0
13974857,13974857,0.0
14020768,14020768,0.0
14070146,14070146,0.0
14605394,14605394,0.0
